Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
tomcats 2001,1,Is title 'tomcats 2001' original Netflix content?,Answer No,12,"Is Netflix title 'tomcats 2001' a Series, Movie, or Documentary?",Answer Movie
daddys home 2,1,Is title 'daddys home 2' original Netflix content?,Answer No,13,"Is Netflix title 'daddys home 2' a Series, Movie, or Documentary?",Answer Movie
the impossible,1,Is title 'the impossible' original Netflix content?,Answer No,14,"Is Netflix title 'the impossible' a Series, Movie, or Documentary?",Answer Movie
the pez outlaw,1,Is title 'the pez outlaw' original Netflix content?,Answer No,14,"Is Netflix title 'the pez outlaw' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
little fockers,1,Is title 'little fockers' original Netflix content?,Answer No,14,"Is Netflix title 'little fockers' a Series, Movie, or Documentary?",Answer Movie
believer,1,Is title 'believer' original Netflix content?,Answer: No,8,"Is Netflix title 'believer' a Series, Movie, or Documentary?",Answer Documentary
ashfall,1,Is title 'ashfall' original Netflix content?,Answer No,7,"Is Netflix title 'ashfall' a Series, Movie, or Documentary?",Answer Movie
angelas ashes,1,Is title 'angelas ashes' original Netflix content?,Answer No,13,"Is Netflix title 'angelas ashes' a Series, Movie, or Documentary?",Answer Movie
warrior 2011,1,Is title 'warrior 2011' original Netflix content?,Answer No,12,"Is Netflix title 'warrior 2011' a Series, Movie, or Documentary?",Answer Movie
justine 2019,1,Is title 'justine 2019' original Netflix content?,Answer: No,12,"Is Netflix title 'justine 2019' a Series, Movie, or Documentary?",Answer Movie
tactical force,1,Is title 'tactical force' original Netflix content?,Answer No,14,"Is Netflix title 'tactical force' a Series, Movie, or Documentary?",Answer Movie
dorm,1,Is title 'dorm' original Netflix content?,Answer No,4,"Is Netflix title 'dorm' a Series, Movie, or Documentary?","Answer: It could be either a Series or a Movie, without more specific information."
life in a year,1,Is title 'life in a year' original Netflix content?,Answer Yes,14,"Is Netflix title 'life in a year' a Series, Movie, or Documentary?",Answer Movie
the oa part i,1,Is title 'the oa part i' original Netflix content?,Answer Yes,13,"Is Netflix title 'the oa part i' a Series, Movie, or Documentary?",Answer Series
seed of chucky,1,Is title 'seed of chucky' original Netflix content?,Answer No,14,"Is Netflix title 'seed of chucky' a Series, Movie, or Documentary?",Answer Movie
the son 2022,1,Is title 'the son 2022' original Netflix content?,Answer: Yes,12,"Is Netflix title 'the son 2022' a Series, Movie, or Documentary?","Answer: It could be either a Series or a Movie, without more specific information."
minsara kanavu,1,Is title 'minsara kanavu' original Netflix content?,Answer No,14,"Is Netflix title 'minsara kanavu' a Series, Movie, or Documentary?",Answer Movie
military wives,1,Is title 'military wives' original Netflix content?,Answer No,14,"Is Netflix title 'military wives' a Series, Movie, or Documentary?",Answer Movie
blade trinity,1,Is title 'blade trinity' original Netflix content?,Answer No,13,"Is Netflix title 'blade trinity' a Series, Movie, or Documentary?",Answer Movie
monster 2003,1,Is title 'monster 2003' original Netflix content?,Answer No,12,"Is Netflix title 'monster 2003' a Series, Movie, or Documentary?",Answer Movie
all eyez on me,1,Is title 'all eyez on me' original Netflix content?,Answer No,14,"Is Netflix title 'all eyez on me' a Series, Movie, or Documentary?",Answer Movie
the other guys,1,Is title 'the other guys' original Netflix content?,Answer No,14,"Is Netflix title 'the other guys' a Series, Movie, or Documentary?",Answer Movie
enola holmes 2,1,Is title 'enola holmes 2' original Netflix content?,Answer No,14,"Is Netflix title 'enola holmes 2' a Series, Movie, or Documentary?",Answer Movie
sicario 2015,1,Is title 'sicario 2015' original Netflix content?,Answer No,12,"Is Netflix title 'sicario 2015' a Series, Movie, or Documentary?",Answer Movie
shadow parties,1,Is title 'shadow parties' original Netflix content?,Answer: No,14,"Is Netflix title 'shadow parties' a Series, Movie, or Documentary?",Answer Series
reunion 2020,1,Is title 'reunion 2020' original Netflix content?,Answer: It is unclear as there are multiple titles with similar names.,12,"Is Netflix title 'reunion 2020' a Series, Movie, or Documentary?","Answer: It could be a Series or a Documentary, depending on the content of the title."
slice,1,Is title 'slice' original Netflix content?,Answer No,5,"Is Netflix title 'slice' a Series, Movie, or Documentary?",Answer Movie
small soldiers,1,Is title 'small soldiers' original Netflix content?,Answer No,14,"Is Netflix title 'small soldiers' a Series, Movie, or Documentary?",Answer Movie
the green mile,1,Is title 'the green mile' original Netflix content?,Answer No,14,"Is Netflix title 'the green mile' a Series, Movie, or Documentary?",Answer Movie
motherandroid,1,Is title 'motherandroid' original Netflix content?,Answer: Yes,13,"Is Netflix title 'motherandroid' a Series, Movie, or Documentary?",Answer Series
the laundromat,1,Is title 'the laundromat' original Netflix content?,Answer Yes,14,"Is Netflix title 'the laundromat' a Series, Movie, or Documentary?",Answer Movie
el nio 2014,1,Is title 'el nio 2014' original Netflix content?,Answer No,11,"Is Netflix title 'el nio 2014' a Series, Movie, or Documentary?",Answer Movie
lords of chaos,1,Is title 'lords of chaos' original Netflix content?,Answer No,14,"Is Netflix title 'lords of chaos' a Series, Movie, or Documentary?",Answer Movie
the last laugh,1,Is title 'the last laugh' original Netflix content?,Answer Yes,14,"Is Netflix title 'the last laugh' a Series, Movie, or Documentary?",Answer Movie
nana tanjung 2,1,Is title 'nana tanjung 2' original Netflix content?,Answer No,14,"Is Netflix title 'nana tanjung 2' a Series, Movie, or Documentary?",Answer Movie
soldier 1998,1,Is title 'soldier 1998' original Netflix content?,Answer No,12,"Is Netflix title 'soldier 1998' a Series, Movie, or Documentary?",Answer Movie
sound of metal,1,Is title 'sound of metal' original Netflix content?,Answer No,14,"Is Netflix title 'sound of metal' a Series, Movie, or Documentary?",Answer Movie
kitz,1,Is title 'kitz' original Netflix content?,Answer: No,4,"Is Netflix title 'kitz' a Series, Movie, or Documentary?",Answer: There is no Netflix title called 'kitz'.
magic medicine,1,Is title 'magic medicine' original Netflix content?,Answer No,14,"Is Netflix title 'magic medicine' a Series, Movie, or Documentary?",Answer Documentary
mngelexemplar,1,Is title 'mngelexemplar' original Netflix content?,Answer: No,13,"Is Netflix title 'mngelexemplar' a Series, Movie, or Documentary?","Answer: There is no Netflix title called ""mngelexemplar."""
monstrum,1,Is title 'monstrum' original Netflix content?,Answer No,8,"Is Netflix title 'monstrum' a Series, Movie, or Documentary?",Answer Series
four good days,1,Is title 'four good days' original Netflix content?,Answer No,14,"Is Netflix title 'four good days' a Series, Movie, or Documentary?",Answer Movie
sauerkrautkoma,1,Is title 'sauerkrautkoma' original Netflix content?,Answer No,14,"Is Netflix title 'sauerkrautkoma' a Series, Movie, or Documentary?",Answer Movie
my stupid boss,1,Is title 'my stupid boss' original Netflix content?,Answer No,14,"Is Netflix title 'my stupid boss' a Series, Movie, or Documentary?",Answer Series
move,1,Is title 'move' original Netflix content?,Answer: No,4,"Is Netflix title 'move' a Series, Movie, or Documentary?","Answer: It could be either a Series or a Movie, without more specific information."
shooter 2007,1,Is title 'shooter 2007' original Netflix content?,Answer No,12,"Is Netflix title 'shooter 2007' a Series, Movie, or Documentary?",Answer Movie
flipped 2010,1,Is title 'flipped 2010' original Netflix content?,Answer No,12,"Is Netflix title 'flipped 2010' a Series, Movie, or Documentary?",Answer Movie
3 days to kill,1,Is title '3 days to kill' original Netflix content?,Answer No,14,"Is Netflix title '3 days to kill' a Series, Movie, or Documentary?",Answer Movie
cuddle weather,1,Is title 'cuddle weather' original Netflix content?,Answer No,14,"Is Netflix title 'cuddle weather' a Series, Movie, or Documentary?",Answer Movie
sisters 2015,1,Is title 'sisters 2015' original Netflix content?,Answer No,12,"Is Netflix title 'sisters 2015' a Series, Movie, or Documentary?",Answer Movie
wazir,1,Is title 'wazir' original Netflix content?,Answer No,5,"Is Netflix title 'wazir' a Series, Movie, or Documentary?",Answer Movie
eyes wide shut,1,Is title 'eyes wide shut' original Netflix content?,Answer No,14,"Is Netflix title 'eyes wide shut' a Series, Movie, or Documentary?",Answer Movie
natale da chef,1,Is title 'natale da chef' original Netflix content?,Answer No,14,"Is Netflix title 'natale da chef' a Series, Movie, or Documentary?",Answer Movie
away,1,Is title 'away' original Netflix content?,Answer Yes,4,"Is Netflix title 'away' a Series, Movie, or Documentary?",Answer Series
13 going on 30,1,Is title '13 going on 30' original Netflix content?,Answer No,14,"Is Netflix title '13 going on 30' a Series, Movie, or Documentary?",Answer Movie
the scam,1,Is title 'the scam' original Netflix content?,Answer: No,8,"Is Netflix title 'the scam' a Series, Movie, or Documentary?",Answer Series
stir of echoes,1,Is title 'stir of echoes' original Netflix content?,Answer No,14,"Is Netflix title 'stir of echoes' a Series, Movie, or Documentary?",Answer Movie
the mad hatter,1,Is title 'the mad hatter' original Netflix content?,Answer No,14,"Is Netflix title 'the mad hatter' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, depending on the specific title."
roba da ricchi,1,Is title 'roba da ricchi' original Netflix content?,Answer No,14,"Is Netflix title 'roba da ricchi' a Series, Movie, or Documentary?",Answer Movie
family history,1,Is title 'family history' original Netflix content?,Answer: No,14,"Is Netflix title 'family history' a Series, Movie, or Documentary?",Answer Movie
selfie 2014,1,Is title 'selfie 2014' original Netflix content?,Answer No,11,"Is Netflix title 'selfie 2014' a Series, Movie, or Documentary?",Answer Movie
the great hack,1,Is title 'the great hack' original Netflix content?,Answer Yes,14,"Is Netflix title 'the great hack' a Series, Movie, or Documentary?",Answer Documentary
fengshui,1,Is title 'fengshui' original Netflix content?,Answer No,8,"Is Netflix title 'fengshui' a Series, Movie, or Documentary?",Answer: Movie
the dark tower,1,Is title 'the dark tower' original Netflix content?,Answer No,14,"Is Netflix title 'the dark tower' a Series, Movie, or Documentary?",Answer Movie
velvet buzzsaw,1,Is title 'velvet buzzsaw' original Netflix content?,Answer Yes,14,"Is Netflix title 'velvet buzzsaw' a Series, Movie, or Documentary?",Answer Movie
mortal engines,1,Is title 'mortal engines' original Netflix content?,Answer No,14,"Is Netflix title 'mortal engines' a Series, Movie, or Documentary?",Answer Movie
rising phoenix,1,Is title 'rising phoenix' original Netflix content?,Answer Yes,14,"Is Netflix title 'rising phoenix' a Series, Movie, or Documentary?",Answer Documentary
bruce almighty,1,Is title 'bruce almighty' original Netflix content?,Answer No,14,"Is Netflix title 'bruce almighty' a Series, Movie, or Documentary?",Answer Movie
slither 2006,1,Is title 'slither 2006' original Netflix content?,Answer No,12,"Is Netflix title 'slither 2006' a Series, Movie, or Documentary?",Answer Movie
colors of love,1,Is title 'colors of love' original Netflix content?,Answer: Yes,14,"Is Netflix title 'colors of love' a Series, Movie, or Documentary?",Answer Movie
the phone,1,Is title 'the phone' original Netflix content?,Answer: No,9,"Is Netflix title 'the phone' a Series, Movie, or Documentary?",Answer Series
my perfect you,1,Is title 'my perfect you' original Netflix content?,Answer No,14,"Is Netflix title 'my perfect you' a Series, Movie, or Documentary?",Answer Movie
legally blonde,1,Is title 'legally blonde' original Netflix content?,Answer No,14,"Is Netflix title 'legally blonde' a Series, Movie, or Documentary?",Answer Movie
wild wild west,1,Is title 'wild wild west' original Netflix content?,Answer No,14,"Is Netflix title 'wild wild west' a Series, Movie, or Documentary?",Answer Movie
arrival 2016,1,Is title 'arrival 2016' original Netflix content?,Answer No,12,"Is Netflix title 'arrival 2016' a Series, Movie, or Documentary?",Answer Movie
daddy day camp,1,Is title 'daddy day camp' original Netflix content?,Answer No,14,"Is Netflix title 'daddy day camp' a Series, Movie, or Documentary?",Answer Movie
you got served,1,Is title 'you got served' original Netflix content?,Answer No,14,"Is Netflix title 'you got served' a Series, Movie, or Documentary?",Answer Movie
uncommon valor,1,Is title 'uncommon valor' original Netflix content?,Answer No,14,"Is Netflix title 'uncommon valor' a Series, Movie, or Documentary?",Answer Movie
christmas land,1,Is title 'christmas land' original Netflix content?,Answer No,14,"Is Netflix title 'christmas land' a Series, Movie, or Documentary?",Answer Movie
love vs stars,1,Is title 'love vs stars' original Netflix content?,Answer: No,13,"Is Netflix title 'love vs stars' a Series, Movie, or Documentary?",Answer Series
un homme idal,1,Is title 'un homme idal' original Netflix content?,Answer No,13,"Is Netflix title 'un homme idal' a Series, Movie, or Documentary?",Answer Movie
wendell  wild,1,Is title 'wendell  wild' original Netflix content?,Answer No,13,"Is Netflix title 'wendell  wild' a Series, Movie, or Documentary?",Answer Series
jane got a gun,1,Is title 'jane got a gun' original Netflix content?,Answer No,14,"Is Netflix title 'jane got a gun' a Series, Movie, or Documentary?",Answer Movie
the wildflower,1,Is title 'the wildflower' original Netflix content?,Answer: No,14,"Is Netflix title 'the wildflower' a Series, Movie, or Documentary?",Answer Series
big time movie,1,Is title 'big time movie' original Netflix content?,Answer No,14,"Is Netflix title 'big time movie' a Series, Movie, or Documentary?",Answer Movie
