Clean_Title,Title_Counts,Clean_Title_Char_Len,is_original_Prompt,Content_Type_Prompt
6 balloons,1,10,Is title '6 balloons' original Netflix content?,"Is Netflix title '6 balloons' a Series, Movie, or Documentary?"
1987 when the day comes  1987,1,29,Is title '1987 when the day comes  1987' original Netflix content?,"Is Netflix title '1987 when the day comes  1987' a Series, Movie, or Documentary?"
zokki,1,5,Is title 'zokki' original Netflix content?,"Is Netflix title 'zokki' a Series, Movie, or Documentary?"
white rabbit project,1,20,Is title 'white rabbit project' original Netflix content?,"Is Netflix title 'white rabbit project' a Series, Movie, or Documentary?"
varane avashyamund,1,18,Is title 'varane avashyamund' original Netflix content?,"Is Netflix title 'varane avashyamund' a Series, Movie, or Documentary?"
velvet coleccin grand finale,1,28,Is title 'velvet coleccin grand finale' original Netflix content?,"Is Netflix title 'velvet coleccin grand finale' a Series, Movie, or Documentary?"
vendetta 2013,1,13,Is title 'vendetta 2013' original Netflix content?,"Is Netflix title 'vendetta 2013' a Series, Movie, or Documentary?"
vendetta truth lies and the mafia limited series  vendetta guerra nellantimafia miniserie,1,89,Is title 'vendetta truth lies and the mafia limited series  vendetta guerra nellantimafia miniserie' original Netflix content?,"Is Netflix title 'vendetta truth lies and the mafia limited series  vendetta guerra nellantimafia miniserie' a Series, Movie, or Documentary?"
vengo anchio,1,12,Is title 'vengo anchio' original Netflix content?,"Is Netflix title 'vengo anchio' a Series, Movie, or Documentary?"
wakfu the quest for the six eliatrope dofus,1,43,Is title 'wakfu the quest for the six eliatrope dofus' original Netflix content?,"Is Netflix title 'wakfu the quest for the six eliatrope dofus' a Series, Movie, or Documentary?"
we started together  egytt kezdtk,1,33,Is title 'we started together  egytt kezdtk' original Netflix content?,"Is Netflix title 'we started together  egytt kezdtk' a Series, Movie, or Documentary?"
we steal secrets the story of wikileaks,1,39,Is title 'we steal secrets the story of wikileaks' original Netflix content?,"Is Netflix title 'we steal secrets the story of wikileaks' a Series, Movie, or Documentary?"
weird the al yankovic story,1,27,Is title 'weird the al yankovic story' original Netflix content?,"Is Netflix title 'weird the al yankovic story' a Series, Movie, or Documentary?"
what happened miss simone,1,25,Is title 'what happened miss simone' original Netflix content?,"Is Netflix title 'what happened miss simone' a Series, Movie, or Documentary?"
white christmas,1,15,Is title 'white christmas' original Netflix content?,"Is Netflix title 'white christmas' a Series, Movie, or Documentary?"
who killed santa a murderville murder mystery,1,45,Is title 'who killed santa a murderville murder mystery' original Netflix content?,"Is Netflix title 'who killed santa a murderville murder mystery' a Series, Movie, or Documentary?"
1939 1989,1,9,Is title '1939 1989' original Netflix content?,"Is Netflix title '1939 1989' a Series, Movie, or Documentary?"
win it all,1,10,Is title 'win it all' original Netflix content?,"Is Netflix title 'win it all' a Series, Movie, or Documentary?"
wish you,1,8,Is title 'wish you' original Netflix content?,"Is Netflix title 'wish you' a Series, Movie, or Documentary?"
zoids wild zero   zero,1,22,Is title 'zoids wild zero   zero' original Netflix content?,"Is Netflix title 'zoids wild zero   zero' a Series, Movie, or Documentary?"
woof  wuff,1,10,Is title 'woof  wuff' original Netflix content?,"Is Netflix title 'woof  wuff' a Series, Movie, or Documentary?"
you got served,1,14,Is title 'you got served' original Netflix content?,"Is Netflix title 'you got served' a Series, Movie, or Documentary?"
young  wild  joven y alocada,1,28,Is title 'young  wild  joven y alocada' original Netflix content?,"Is Netflix title 'young  wild  joven y alocada' a Series, Movie, or Documentary?"
young adult,1,11,Is title 'young adult' original Netflix content?,"Is Netflix title 'young adult' a Series, Movie, or Documentary?"
76,1,2,Is title '76' original Netflix content?,"Is Netflix title '76' a Series, Movie, or Documentary?"
1000 miles from christmas  a 1000 km de la navidad,1,50,Is title '1000 miles from christmas  a 1000 km de la navidad' original Netflix content?,"Is Netflix title '1000 miles from christmas  a 1000 km de la navidad' a Series, Movie, or Documentary?"
12 years a slave,1,16,Is title '12 years a slave' original Netflix content?,"Is Netflix title '12 years a slave' a Series, Movie, or Documentary?"
13th,1,4,Is title '13th' original Netflix content?,"Is Netflix title '13th' a Series, Movie, or Documentary?"
the pirates band of misfits,1,27,Is title 'the pirates band of misfits' original Netflix content?,"Is Netflix title 'the pirates band of misfits' a Series, Movie, or Documentary?"
the pirates of somalia,1,22,Is title 'the pirates of somalia' original Netflix content?,"Is Netflix title 'the pirates of somalia' a Series, Movie, or Documentary?"
the pianist 2002,1,16,Is title 'the pianist 2002' original Netflix content?,"Is Netflix title 'the pianist 2002' a Series, Movie, or Documentary?"
taco chronicles volume 2  las crnicas del taco volumen 2,1,56,Is title 'taco chronicles volume 2  las crnicas del taco volumen 2' original Netflix content?,"Is Netflix title 'taco chronicles volume 2  las crnicas del taco volumen 2' a Series, Movie, or Documentary?"
sol,1,3,Is title 'sol' original Netflix content?,"Is Netflix title 'sol' a Series, Movie, or Documentary?"
spirit riding free pony tales collection 1,1,42,Is title 'spirit riding free pony tales collection 1' original Netflix content?,"Is Netflix title 'spirit riding free pony tales collection 1' a Series, Movie, or Documentary?"
tylstek ve slubch krle,1,22,Is title 'tylstek ve slubch krle' original Netflix content?,"Is Netflix title 'tylstek ve slubch krle' a Series, Movie, or Documentary?"
spontaneous,1,11,Is title 'spontaneous' original Netflix content?,"Is Netflix title 'spontaneous' a Series, Movie, or Documentary?"
steve martin and martin short an evening you will forget for the rest of your life,1,82,Is title 'steve martin and martin short an evening you will forget for the rest of your life' original Netflix content?,"Is Netflix title 'steve martin and martin short an evening you will forget for the rest of your life' a Series, Movie, or Documentary?"
still out of my league  ancora pi bello,1,39,Is title 'still out of my league  ancora pi bello' original Netflix content?,"Is Netflix title 'still out of my league  ancora pi bello' a Series, Movie, or Documentary?"
submission,1,10,Is title 'submission' original Netflix content?,"Is Netflix title 'submission' a Series, Movie, or Documentary?"
sweet munchies,1,14,Is title 'sweet munchies' original Netflix content?,"Is Netflix title 'sweet munchies' a Series, Movie, or Documentary?"
harfliler beddua,1,16,Is title 'harfliler beddua' original Netflix content?,"Is Netflix title 'harfliler beddua' a Series, Movie, or Documentary?"
sword art online alternative gun gale online,1,44,Is title 'sword art online alternative gun gale online' original Netflix content?,"Is Netflix title 'sword art online alternative gun gale online' a Series, Movie, or Documentary?"
harfliler adak,1,14,Is title 'harfliler adak' original Netflix content?,"Is Netflix title 'harfliler adak' a Series, Movie, or Documentary?"
take 1,1,6,Is title 'take 1' original Netflix content?,"Is Netflix title 'take 1' a Series, Movie, or Documentary?"
sol 2019,1,8,Is title 'sol 2019' original Netflix content?,"Is Netflix title 'sol 2019' a Series, Movie, or Documentary?"
taken 2,1,7,Is title 'taken 2' original Netflix content?,"Is Netflix title 'taken 2' a Series, Movie, or Documentary?"
tall tales from the magical garden of antoon krings  drles de petites btes,1,74,Is title 'tall tales from the magical garden of antoon krings  drles de petites btes' original Netflix content?,"Is Netflix title 'tall tales from the magical garden of antoon krings  drles de petites btes' a Series, Movie, or Documentary?"
tapestry,1,8,Is title 'tapestry' original Netflix content?,"Is Netflix title 'tapestry' a Series, Movie, or Documentary?"
ten dollar death trip,1,21,Is title 'ten dollar death trip' original Netflix content?,"Is Netflix title 'ten dollar death trip' a Series, Movie, or Documentary?"
terrace house tokyo 20192020 part 2   tokyo 20192020 2,1,54,Is title 'terrace house tokyo 20192020 part 2   tokyo 20192020 2' original Netflix content?,"Is Netflix title 'terrace house tokyo 20192020 part 2   tokyo 20192020 2' a Series, Movie, or Documentary?"
thallumaala,1,11,Is title 'thallumaala' original Netflix content?,"Is Netflix title 'thallumaala' a Series, Movie, or Documentary?"
thank you for your service 2017,1,31,Is title 'thank you for your service 2017' original Netflix content?,"Is Netflix title 'thank you for your service 2017' a Series, Movie, or Documentary?"
harfliler 3 karaby,1,18,Is title 'harfliler 3 karaby' original Netflix content?,"Is Netflix title 'harfliler 3 karaby' a Series, Movie, or Documentary?"
the advocate a missing body,1,27,Is title 'the advocate a missing body' original Netflix content?,"Is Netflix title 'the advocate a missing body' a Series, Movie, or Documentary?"
the amityville horror 2005,1,26,Is title 'the amityville horror 2005' original Netflix content?,"Is Netflix title 'the amityville horror 2005' a Series, Movie, or Documentary?"
the beguiled 2017,1,17,Is title 'the beguiled 2017' original Netflix content?,"Is Netflix title 'the beguiled 2017' a Series, Movie, or Documentary?"
something to hide,1,17,Is title 'something to hide' original Netflix content?,"Is Netflix title 'something to hide' a Series, Movie, or Documentary?"
so my grandmas a lesbian  salir del ropero,1,42,Is title 'so my grandmas a lesbian  salir del ropero' original Netflix content?,"Is Netflix title 'so my grandmas a lesbian  salir del ropero' a Series, Movie, or Documentary?"
the big bad fox and other tales  le grand mchant renard et autres contes,1,72,Is title 'the big bad fox and other tales  le grand mchant renard et autres contes' original Netflix content?,"Is Netflix title 'the big bad fox and other tales  le grand mchant renard et autres contes' a Series, Movie, or Documentary?"
sherdil the pilibhit saga,1,25,Is title 'sherdil the pilibhit saga' original Netflix content?,"Is Netflix title 'sherdil the pilibhit saga' a Series, Movie, or Documentary?"
scams,1,5,Is title 'scams' original Netflix content?,"Is Netflix title 'scams' a Series, Movie, or Documentary?"
scary movie 5,1,13,Is title 'scary movie 5' original Netflix content?,"Is Netflix title 'scary movie 5' a Series, Movie, or Documentary?"
school for scoundrels 2006,1,26,Is title 'school for scoundrels 2006' original Netflix content?,"Is Netflix title 'school for scoundrels 2006' a Series, Movie, or Documentary?"
sea of time,1,11,Is title 'sea of time' original Netflix content?,"Is Netflix title 'sea of time' a Series, Movie, or Documentary?"
searching,1,9,Is title 'searching' original Netflix content?,"Is Netflix title 'searching' a Series, Movie, or Documentary?"
secret superstar,1,16,Is title 'secret superstar' original Netflix content?,"Is Netflix title 'secret superstar' a Series, Movie, or Documentary?"
secrets of the three kingdoms,1,29,Is title 'secrets of the three kingdoms' original Netflix content?,"Is Netflix title 'secrets of the three kingdoms' a Series, Movie, or Documentary?"
seethamma vakitlo sirimalle chettu,1,34,Is title 'seethamma vakitlo sirimalle chettu' original Netflix content?,"Is Netflix title 'seethamma vakitlo sirimalle chettu' a Series, Movie, or Documentary?"
septembers of shiraz,1,20,Is title 'septembers of shiraz' original Netflix content?,"Is Netflix title 'septembers of shiraz' a Series, Movie, or Documentary?"
shakini dakini tamil,1,20,Is title 'shakini dakini tamil' original Netflix content?,"Is Netflix title 'shakini dakini tamil' a Series, Movie, or Documentary?"
shane 1953,1,10,Is title 'shane 1953' original Netflix content?,"Is Netflix title 'shane 1953' a Series, Movie, or Documentary?"
shikimoris not just a cutie,1,27,Is title 'shikimoris not just a cutie' original Netflix content?,"Is Netflix title 'shikimoris not just a cutie' a Series, Movie, or Documentary?"
ahane hayaller,1,14,Is title 'ahane hayaller' original Netflix content?,"Is Netflix title 'ahane hayaller' a Series, Movie, or Documentary?"
shin yakuza no daimon,1,21,Is title 'shin yakuza no daimon' original Netflix content?,"Is Netflix title 'shin yakuza no daimon' a Series, Movie, or Documentary?"
shooters 2000,1,13,Is title 'shooters 2000' original Netflix content?,"Is Netflix title 'shooters 2000' a Series, Movie, or Documentary?"
si saben como me pongo 2  si saben cmo me pongo pa qu me invitan 2,1,66,Is title 'si saben como me pongo 2  si saben cmo me pongo pa qu me invitan 2' original Netflix content?,"Is Netflix title 'si saben como me pongo 2  si saben cmo me pongo pa qu me invitan 2' a Series, Movie, or Documentary?"
simply irresistible,1,19,Is title 'simply irresistible' original Netflix content?,"Is Netflix title 'simply irresistible' a Series, Movie, or Documentary?"
